gene_symbol	gene_title	datasets	evidence_groups	evidence_group_count	direction	direction_consistency	mean_log2fc	min_log2fc	max_log2fc	best_fdr	consensus_score
PDE6A	phosphodiesterase 6A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.98909	-2.07099	-1.90719	1.30769e-08	3.97818
PBLD	phenazine biosynthesis like protein domain containing	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.98773	-2.24849	-1.72697	7.27066e-16	3.97546
PHLDA1	pleckstrin homology like domain family A member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.9847	1.84549	2.12392	3.13318e-16	3.96941
BMP3	bone morphogenetic protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.98402	-3.1523	-0.815732	4.099e-08	3.96803
FCRL5	Fc receptor like 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.98383	1.92232	2.04534	1.34268e-13	3.96766
COL6A3	collagen type VI alpha 3 chain	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.98019	1.60091	2.35947	4.6428e-18	3.96038
CXCL6	C-X-C motif chemokine ligand 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.97467	1.30847	2.64087	2.41753e-18	3.94934
LAX1	lymphocyte transmembrane adaptor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.97131	1.91101	2.03161	6.33764e-19	3.94262
ICAM1	intercellular adhesion molecule 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.96976	1.73996	2.19957	3.89511e-20	3.93953
FGFR2	fibroblast growth factor receptor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.9646	-1.9743	-1.95489	2.29081e-19	3.92919
ITGA5	integrin subunit alpha 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.9642	1.6961	2.23231	9.21409e-14	3.92841
C2	complement component 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.95922	1.55411	2.36434	1.08154e-12	3.91845
MEP1A	meprin A subunit alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.95299	-2.2617	-1.64428	2.64305e-21	3.90598
CXCR2	C-X-C motif chemokine receptor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.94883	1.82276	2.07491	7.71013e-20	3.89767
ADGRE2	adhesion G protein-coupled receptor E2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.94657	1.80922	2.08391	1.84403e-14	3.89313
STRIP2	striatin interacting protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.9378	1.80129	2.07432	1.02946e-15	3.87561
CXCL3	C-X-C motif chemokine ligand 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.93616	1.3125	2.55981	6.16229e-28	3.87231
IGHM	immunoglobulin heavy constant mu	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.93127	1.54767	2.31487	9.21409e-14	3.86254
SLC3A1	solute carrier family 3 member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.92843	-2.40964	-1.44721	1.60204e-14	3.85685
ADGRL4	adhesion G protein-coupled receptor L4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.92819	1.512	2.34437	1.58254e-15	3.85637
SERPINA1	serpin family A member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.92796	1.36927	2.48666	2.56464e-13	3.85593
LAMP3	lysosomal associated membrane protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.92685	1.44411	2.40958	2.38036e-11	3.85369
GBP5	guanylate binding protein 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.92673	1.65557	2.19789	1.23286e-14	3.85346
TMEM63C	transmembrane protein 63C	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.92324	-2.15644	-1.69003	4.67891e-06	3.84647
SLC7A11	solute carrier family 7 member 11	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.9232	1.44959	2.39681	4.23326e-14	3.8464
COL1A1	collagen type I alpha 1 chain	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.9159	1.88848	1.94333	2.13434e-16	3.83181
KRT6B	keratin 6B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.91208	1.05101	2.77316	1.33914e-22	3.82417
EXPH5	exophilin 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.90912	-2.18935	-1.62888	3.62952e-16	3.81823
CD79A	CD79a molecule	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.90564	1.61016	2.20112	1.04597e-09	3.81128
LRRC19	leucine rich repeat containing 19	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.90116	-2.14306	-1.65925	9.11866e-20	3.80231
PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.89838	-2.06054	-1.73622	1.62487e-17	3.79676
MS4A1	membrane spanning 4-domains A1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.89807	1.86725	1.9289	1.66283e-05	3.79615
TREM1	triggering receptor expressed on myeloid cells 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.88941	1.74623	2.03259	3.20643e-19	3.77882
IL1RN	interleukin 1 receptor antagonist	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.88792	1.00981	2.76603	1.46173e-13	3.77584
PIM2	Pim-2 proto-oncogene, serine/threonine kinase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.88356	1.21461	2.55251	2.59704e-12	3.76712
RPS6KA6	ribosomal protein S6 kinase A6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.88307	-2.0238	-1.74234	9.32377e-14	3.76614
PAQR5	progestin and adipoQ receptor family member 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.88109	-1.9917	-1.77047	1.5614e-26	3.76217
SERPINB9	serpin family B member 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.88086	1.77108	1.99064	9.32047e-21	3.76172
PDZK1IP1	PDZK1 interacting protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.88071	1.83678	1.92464	4.14239e-13	3.76142
RGS5	regulator of G-protein signaling 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.87848	1.48775	2.26921	2.06488e-16	3.75696
NCF2	neutrophil cytosolic factor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.87374	1.83315	1.91434	1.25538e-09	3.74749
SLC2A3	solute carrier family 2 member 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.87366	1.65259	2.09473	6.52401e-19	3.74732
DPP10	dipeptidyl peptidase like 10	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.87138	-1.89685	-1.8459	3.4451e-11	3.74275
SLC6A20	solute carrier family 6 member 20	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.87007	1.54566	2.19449	1.25594e-13	3.74015
GBP4	guanylate binding protein 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.86974	1.43777	2.30172	9.9846e-13	3.73949
RUNDC3B	RUN domain containing 3B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.86825	-2.16476	-1.57174	3.40696e-20	3.7365
OTOP2	otopetrin 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.8632	-3.37325	-0.353143	1.19848e-09	3.72639
CTSK	cathepsin K	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.8601	1.74954	1.97066	1.49571e-14	3.7202
CLDN1	claudin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.85905	1.48822	2.22987	3.02349e-12	3.71809
CDHR1	cadherin related family member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.85856	-2.18433	-1.53279	8.23694e-07	3.71712
BEST4	bestrophin 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.85794	-2.2065	-1.50937	3.1765e-08	3.71587
TUBAL3	tubulin alpha like 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.85597	-1.94633	-1.76561	4.17768e-18	3.71194
HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.85007	-1.93914	-1.76099	1.20866e-16	3.70013
ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.84954	-2.19845	-1.50063	1.42855e-28	3.69908
SLC22A5	solute carrier family 22 member 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.84865	-2.23358	-1.46372	2.69399e-13	3.6973
GZMK	granzyme K	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.84293	1.63222	2.05364	4.53738e-07	3.68586
TRHDE	thyrotropin releasing hormone degrading enzyme	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.84081	-1.89373	-1.78789	6.37225e-10	3.68162
IL1A	interleukin 1 alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.84022	1.37191	2.30854	4.44162e-18	3.68045
IL7R	interleukin 7 receptor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.83271	1.32504	2.34037	1.08464e-10	3.66541
CR1	complement component 3b/4b receptor 1 (Knops blood group)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.83205	1.72162	1.94249	9.99689e-15	3.66411
ITGAX	integrin subunit alpha X	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.82979	1.81845	1.84114	1.5589e-12	3.65959
UGT1A3	UDP glucuronosyltransferase family 1 member A3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.82974	-2.07924	-1.58024	4.77096e-17	3.65948
CHI3L2	chitinase 3 like 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.82926	1.51521	2.14331	2.78856e-14	3.65852
CD177	CD177 molecule	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.82766	-2.48499	-1.17032	3.67248e-18	3.65531
CXCR1	C-X-C motif chemokine receptor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.81801	1.28848	2.34755	5.72733e-22	3.63603
COL12A1	collagen type XII alpha 1 chain	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.80623	1.32851	2.28395	3.5152e-15	3.61246
PCSK1	proprotein convertase subtilisin/kexin type 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.80498	1.64567	1.9643	1.01301e-08	3.60997
OLFM4	olfactomedin 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.79906	1.36464	2.23348	0.00067711	3.59812
SLC35G1	solute carrier family 35 member G1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.79675	-1.84936	-1.74414	6.75219e-13	3.5935
PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.78592	-1.95137	-1.62048	4.79032e-15	3.57185
SCIN	scinderin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.78591	-1.81712	-1.7547	1.80977e-14	3.57182
MXRA5	matrix remodeling associated 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.7829	1.03548	2.53033	1.34078e-11	3.56581
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.77931	1.72029	1.83834	1.51803e-10	3.55863
DSG3	desmoglein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.77815	1.3118	2.2445	2.79905e-15	3.5563
PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.77786	-2.99219	-0.56353	1.03518e-09	3.55572
VWF	von Willebrand factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.77615	1.50683	2.04547	2.51415e-16	3.5523
FOS	Fos proto-oncogene, AP-1 transcription factor subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.77322	1.4571	2.08934	6.81815e-06	3.54644
TAGAP	T-cell activation RhoGTPase activating protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.77188	1.59628	1.94747	5.25531e-13	3.54375
WSCD1	WSC domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.77104	-2.23049	-1.31159	5.67688e-16	3.54208
IL33	interleukin 33	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.77082	1.69905	1.84259	4.76451e-08	3.54164
MNDA	myeloid cell nuclear differentiation antigen	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.76815	1.56963	1.96667	4.63489e-10	3.5363
ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.76724	1.7168	1.81769	2.84382e-15	3.53449
NNMT	nicotinamide N-methyltransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.76258	1.51942	2.00574	1.30226e-20	3.52516
SOCS3	suppressor of cytokine signaling 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.76011	1.05314	2.46707	3.67487e-15	3.52021
S100P	S100 calcium binding protein P	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.75645	1.74304	1.76987	2.52148e-07	3.51291
FAP	fibroblast activation protein alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.75551	1.51797	1.99305	3.39175e-20	3.51102
ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.7539	-1.80103	-1.70677	3.58244e-12	3.5078
PTPRC	protein tyrosine phosphatase, receptor type C	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.75361	1.5977	1.90953	2.80216e-11	3.50723
SLC7A5	solute carrier family 7 member 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.75286	1.67258	1.83315	1.00986e-16	3.50573
TRIM22	tripartite motif containing 22	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.75029	1.61541	1.88517	3.20282e-07	3.50058
MT1F	metallothionein 1F	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.7487	-2.0876	-1.4098	6.82172e-14	3.4974
THY1	Thy-1 cell surface antigen	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.74703	1.73714	1.75692	3.50265e-18	3.49406
PITX2	paired like homeodomain 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.74348	-2.77754	-0.709415	0.000144536	3.48696
MZB1	marginal zone B and B1 cell specific protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.7407	1.62974	1.85166	1.65137e-10	3.4814
SELENBP1	selenium binding protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.73833	-2.00722	-1.46944	2.41611e-24	3.47666
NXPE4	neurexophilin and PC-esterase domain family member 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.73622	-1.92825	-1.54419	4.93913e-16	3.47244
VIPR1	vasoactive intestinal peptide receptor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.73271	-1.7672	-1.69821	1.22116e-22	3.46541
VLDLR	very low density lipoprotein receptor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.73237	-1.74935	-1.71539	7.67191e-16	3.46474
CDKN2B	cyclin dependent kinase inhibitor 2B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.73189	-1.74519	-1.71858	2.5347e-15	3.46377
THBS2	thrombospondin 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.72777	1.1933	2.26225	1.29331e-14	3.45555
MGP	matrix Gla protein	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.72635	1.51105	1.94164	3.34156e-08	3.45269
WDR78	WD repeat domain 78	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.72594	-1.84753	-1.60436	3.90134e-11	3.45189
SLC23A1	solute carrier family 23 member 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.72435	-2.3977	-1.05099	1.47719e-12	3.44869
IGKC	immunoglobulin kappa constant	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.72364	1.00147	2.44582	3.90763e-06	3.44729
COL4A1	collagen type IV alpha 1 chain	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.72159	1.59528	1.8479	1.22873e-15	3.44318
RMDN2	regulator of microtubule dynamics 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.71989	-1.75307	-1.68672	5.18483e-11	3.43979
BIRC3	baculoviral IAP repeat containing 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.71747	1.47014	1.96481	1.75041e-14	3.43495
PCDH20	protocadherin 20	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.71511	-2.09723	-1.33298	2.33069e-07	3.43021
CR2	complement component 3d receptor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.7148	1.70194	1.72765	2.66042e-05	3.42959
CCL19	C-C motif chemokine ligand 19	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.71453	1.48531	1.94375	7.05293e-06	3.42906
GXYLT2	glucoside xylosyltransferase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.71453	-1.79654	-1.63251	5.38925e-09	3.42905
CNTN3	contactin 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.71415	-1.9944	-1.43389	1.16969e-16	3.42829
LPCAT1	lysophosphatidylcholine acyltransferase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.71315	1.57427	1.85204	2.16731e-12	3.42631
ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.71202	1.54703	1.87702	7.63285e-10	3.42405
EDNRA	endothelin receptor type A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.71088	1.41264	2.00913	2.15312e-10	3.42177
CKB	creatine kinase B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.71022	-2.01946	-1.40099	2.85354e-11	3.42045
IL24	interleukin 24	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.70846	1.27475	2.14216	7.44396e-12	3.41691
DEFB1	defensin beta 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.70804	-2.45707	-0.959004	5.04873e-11	3.41607
CYR61	cysteine rich angiogenic inducer 61	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.70411	1.57012	1.83811	1.01433e-17	3.40823
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.70318	1.58319	1.82318	5.11995e-19	3.40637
IL6	interleukin 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.68667	1.43512	1.93821	3.92711e-12	3.37333
CATSPERB	cation channel sperm associated auxiliary subunit beta	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.68384	1.59429	1.77339	2.9946e-08	3.36768
CLEC4E	C-type lectin domain family 4 member E	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.68148	1.23371	2.12926	5.91062e-23	3.36297
TMEM37	transmembrane protein 37	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.67692	-1.68483	-1.669	3.12722e-08	3.35383
BGN	biglycan	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.67602	1.14767	2.20437	3.86738e-18	3.35204
KCNJ15	potassium voltage-gated channel subfamily J member 15	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.67464	1.64528	1.704	2.83833e-18	3.34928
JAK3	Janus kinase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.67417	1.33408	2.01427	1.60771e-10	3.34835
LOXL2	lysyl oxidase like 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.67408	1.60644	1.74171	3.96349e-17	3.34815
NAMPT	nicotinamide phosphoribosyltransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.67339	1.13616	2.21061	3.01206e-14	3.34677
ACSL4	acyl-CoA synthetase long-chain family member 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.6658	1.0611	2.27051	3.91694e-11	3.33161
GPR183	G protein-coupled receptor 183	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.66418	1.63538	1.69298	4.99064e-07	3.32836
NR1H4	nuclear receptor subfamily 1 group H member 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.66197	-2.06749	-1.25645	1.94512e-09	3.32394
FMO5	flavin containing monooxygenase 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.66067	-1.93732	-1.38402	2.2844e-10	3.32134
HAPLN3	hyaluronan and proteoglycan link protein 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.66026	1.39144	1.92907	1.88199e-32	3.32051
PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	1.65992	1.20552	2.11433	2.83552e-23	3.31985
CYP4F2	cytochrome P450 family 4 subfamily F member 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.65939	-1.98094	-1.33785	2.51438e-06	3.31879
FRMD1	FERM domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-1.65535	-1.75822	-1.55249	1.42727e-07	3.31071
