tissue_assignment	celltype	gene_symbol	n_diseased_samples	n_healthy_samples	diseased_cells	healthy_cells	mean_log1p_cpm_diseased	mean_log1p_cpm_healthy	delta_log1p_cpm_diseased_minus_healthy	p_log1p_cpm_mannwhitney	mean_detection_diseased	mean_detection_healthy	delta_detection_diseased_minus_healthy	p_detection_mannwhitney
R	T:T5	IL1B	7	4	1176	76	0.00364253	0	0.00364253	0.57075	0.000707214	0	0.000707214	0.57075
R	T:T5	IL7	7	4	1176	76	0.0313798	0	0.0313798	0.186174	0.0065625	0	0.0065625	0.186174
R	T:T5	ITGAM	7	4	1176	76	0.0365078	0	0.0365078	0.326558	0.00483749	0	0.00483749	0.326558
R	T:T5	ITGAX	7	4	1176	76	0.00850071	0	0.00850071	0.326558	0.00138749	0	0.00138749	0.326558
R	T:T5	JAK1	7	4	1176	76	1.28614	1.49203	-0.205888	0.412121	0.355719	0.526144	-0.170425	0.155433
R	T:T5	LYZ	7	4	1176	76	0.0081946	0	0.0081946	0.326558	0.00146307	0	0.00146307	0.326558
R	T:T5	MAFB	7	4	1176	76	0.00955657	0.0193669	-0.0098103	0.67415	0.00136054	0.00694445	-0.00558391	0.67415
R	T:T5	MAP1LC3B	7	4	1176	76	0.900767	0.713689	0.187078	0.927273	0.22877	0.343954	-0.115184	0.412121
R	T:T5	MAPK14	7	4	1176	76	0.18194	0.380105	-0.198165	0.412121	0.0347233	0.104575	-0.0698518	0.648485
R	T:T5	NFKB1	7	4	1176	76	0.538785	1.07137	-0.532583	0.109091	0.115408	0.279411	-0.164004	0.070005
R	T:T5	NLRP3	7	4	1176	76	0.0900838	0	0.0900838	0.0502526	0.0100878	0	0.0100878	0.0502526
R	T:T5	OSM	7	4	1176	76	0.0637588	0.0193669	0.0443919	0.121758	0.0115902	0.00694445	0.00464574	0.33347
R	T:T5	PARP1	7	4	1176	76	0.623828	0.503151	0.120677	1	0.140543	0.176879	-0.036336	0.527273
R	T:T5	PIAS1	7	4	1176	76	0.721277	0.302873	0.418404	0.0293873	0.175505	0.0849672	0.0905378	0.218253
R	T:T5	PKM	7	4	1176	76	1.23052	1.16073	0.0697949	0.787879	0.316784	0.484069	-0.167284	0.648485
R	T:T5	PRKAA1	7	4	1176	76	0.234292	0.299781	-0.0654896	0.704817	0.0497826	0.133987	-0.0842043	0.569872
R	T:T5	PTGS2	7	4	1176	76	0.0580537	0	0.0580537	0.57075	0.00408163	0	0.00408163	0.57075
R	T:T5	RELA	7	4	1176	76	0.439366	0.50644	-0.0670742	1	0.0956981	0.147467	-0.0517691	0.527273
R	T:T5	SH3KBP1	7	4	1176	76	0.819806	0.884543	-0.064737	0.648485	0.200691	0.323121	-0.12243	0.0105555
R	T:T5	SMAD3	7	4	1176	76	0.206222	0.190963	0.0152587	0.774812	0.040408	0.0980391	-0.0576311	0.924027
R	T:T5	SOD1	7	4	1176	76	1.59981	1.41249	0.187315	0.230303	0.483117	0.639297	-0.15618	0.412121
R	T:T5	STAT3	7	4	1176	76	1.39463	1.60177	-0.207145	0.0424242	0.389879	0.512664	-0.122785	0.315152
R	T:T5	STAT5A	7	4	1176	76	0.294421	0.131536	0.162885	0.215084	0.0682937	0.0290033	0.0392904	0.152594
R	T:T5	SYK	7	4	1176	76	0.0160385	0	0.0160385	0.186174	0.00274428	0	0.00274428	0.186174
R	T:T5	TLR4	7	4	1176	76	0	0	0	1	0	0	0	1
R	T:T5	TNF	7	4	1176	76	0.506348	0.530652	-0.0243046	0.215084	0.0885913	0.0833332	0.00525802	0.215084
R	T:T6	ACTA2	5	3	19	35	0.498287	0	0.498287	0.329114	0.216667	0	0.216667	0.329114
R	T:T6	AHR	5	3	19	35	0.645187	0.299045	0.346142	0.759982	0.316667	0.0750988	0.241568	0.759982
R	T:T6	AKT1	5	3	19	35	0.0527546	0.146019	-0.0932641	0.69627	0.0166667	0.030303	-0.0136364	0.69627
R	T:T6	ARNTL	5	3	19	35	0.209604	0.197849	0.0117552	0.873807	0.0666667	0.0447958	0.0218709	0.873807
R	T:T6	BCL6	5	3	19	35	0.0527546	0	0.0527546	0.605577	0.0166667	0	0.0166667	0.605577
R	T:T6	BECN1	5	3	19	35	0.82439	0.197849	0.626541	0.541193	0.283333	0.0447958	0.238538	0.541193
R	T:T6	BLNK	5	3	19	35	0.15685	0	0.15685	0.605577	0.05	0	0.05	0.605577
R	T:T6	BRD4	5	3	19	35	0.251308	0.503009	-0.251701	0.427124	0.0833334	0.405797	-0.322464	0.427124
R	T:T6	CAT	5	3	19	35	0.251308	0.351374	-0.100067	0.633737	0.0833334	0.347826	-0.264493	0.633737
R	T:T6	CD4	5	3	19	35	0.128949	0.779369	-0.65042	0.0261792	0.05	0.4361	-0.3861	0.112231
R	T:T6	CD86	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	CREB1	5	3	19	35	0.158357	0.736938	-0.578582	0.112231	0.05	0.392622	-0.342622	0.112231
R	T:T6	CTNNB1	5	3	19	35	0.713144	0.450679	0.262464	1	0.283333	0.118577	0.164756	1
R	T:T6	DNMT1	5	3	19	35	0.574481	0.479825	0.0946559	0.633737	0.233333	0.147563	0.0857707	0.633737
R	T:T6	FOXP3	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	GABPA	5	3	19	35	0.243666	0	0.243666	0.605577	0.05	0	0.05	0.605577
R	T:T6	HIF1A	5	3	19	35	0.338124	0.576108	-0.237983	0.633737	0.0833334	0.191041	-0.107707	0.427124
R	T:T6	HMOX1	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	ICAM1	5	3	19	35	0.0527546	0.146019	-0.0932641	0.69627	0.0166667	0.030303	-0.0136364	0.69627
R	T:T6	IFNG	5	3	19	35	0.243666	0	0.243666	0.605577	0.05	0	0.05	0.605577
R	T:T6	IL15	5	3	19	35	0.0527546	0.146019	-0.0932641	0.69627	0.0166667	0.030303	-0.0136364	0.69627
R	T:T6	IL1B	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	IL7	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	ITGAM	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	ITGAX	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	JAK1	5	3	19	35	0.836758	1.18297	-0.346209	0.764228	0.366667	0.583663	-0.216996	0.650812
R	T:T6	LYZ	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	MAFB	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	MAP1LC3B	5	3	19	35	0.79914	0.532154	0.266986	0.541193	0.366667	0.405797	-0.0391304	1
R	T:T6	MAPK14	5	3	19	35	0	0.146019	-0.146019	0.3017	0	0.030303	-0.030303	0.3017
R	T:T6	NFKB1	5	3	19	35	0.209604	0.694892	-0.485288	0.266236	0.0666667	0.193676	-0.127009	0.427124
R	T:T6	NLRP3	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	OSM	5	3	19	35	0.5437	0	0.5437	0.605577	0.2	0	0.2	0.605577
R	T:T6	PARP1	5	3	19	35	0.285798	0.378629	-0.0928305	0.873807	0.1	0.11726	-0.0172597	0.631422
R	T:T6	PIAS1	5	3	19	35	0.505616	0.884958	-0.379342	0.359397	0.25	0.465086	-0.215086	0.281921
R	T:T6	PKM	5	3	19	35	1.3058	1.1363	0.169499	0.785714	0.533333	0.524374	0.0089594	1
R	T:T6	PRKAA1	5	3	19	35	0.0527546	0.242694	-0.189939	0.171857	0.0166667	0.0447958	-0.0281291	0.305507
R	T:T6	PTGS2	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	RELA	5	3	19	35	0.0944582	0.242694	-0.148236	0.494525	0.0333334	0.0592885	-0.0259551	0.494525
R	T:T6	SH3KBP1	5	3	19	35	1.12856	1.04002	0.0885347	1	0.483333	0.450593	0.0327404	1
R	T:T6	SMAD3	5	3	19	35	0.15685	0.0518303	0.105019	1	0.05	0.0144928	0.0355072	1
R	T:T6	SOD1	5	3	19	35	0.751232	1.32954	-0.578308	0.368227	0.333333	0.570487	-0.237154	0.450615
R	T:T6	STAT3	5	3	19	35	1.27249	1.01371	0.258779	1	0.45	0.295125	0.154875	0.759982
R	T:T6	STAT5A	5	3	19	35	0.0527546	0.676111	-0.623357	0.0566639	0.0166667	0.438735	-0.422068	0.0566639
R	T:T6	SYK	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	TLR4	5	3	19	35	0	0	0	1	0	0	0	1
R	T:T6	TNF	5	3	19	35	1.43716	0.6202	0.816956	0.177113	0.516667	0.118577	0.39809	0.450615
R	T:T7	ACTA2	7	4	758	110	0.367491	0.517983	-0.150492	0.315152	0.0831558	0.182008	-0.0988519	0.230303
R	T:T7	AHR	7	4	758	110	1.01463	0.587344	0.427285	0.230303	0.251698	0.294091	-0.0423927	0.569872
R	T:T7	AKT1	7	4	758	110	0.122173	0.146995	-0.0248221	0.924027	0.0235077	0.0360606	-0.0125529	1
R	T:T7	ARNTL	7	4	758	110	0.431664	0.425655	0.00600896	0.787879	0.0955097	0.122614	-0.0271039	0.787879
R	T:T7	BCL6	7	4	758	110	0.167543	0.0822176	0.0853257	0.218253	0.0330103	0.014697	0.0183134	0.155433
R	T:T7	BECN1	7	4	758	110	0.544506	0.360803	0.183703	0.924548	0.124851	0.173333	-0.0484821	1
R	T:T7	BLNK	7	4	758	110	0.0720623	0.0134049	0.0586575	0.197627	0.0121603	0.00333332	0.00882697	0.233174
R	T:T7	BRD4	7	4	758	110	0.577834	0.486102	0.0917318	0.230303	0.137267	0.148674	-0.0114071	1
R	T:T7	CAT	7	4	758	110	0.379131	0.371489	0.00764268	0.927273	0.0849822	0.0873105	-0.00232835	0.527273
R	T:T7	CD4	7	4	758	110	0.81448	0.890166	-0.0756866	1	0.202658	0.358068	-0.155411	0.527273
R	T:T7	CD86	7	4	758	110	0.0196861	0	0.0196861	0.326558	0.00288323	0	0.00288323	0.326558
R	T:T7	CREB1	7	4	758	110	0.457633	0.237131	0.220502	0.218253	0.0996456	0.0801516	0.019494	0.507365
R	T:T7	CTNNB1	7	4	758	110	0.439338	0.100656	0.338682	0.04522	0.0866189	0.0266667	0.0599522	0.152594
R	T:T7	DNMT1	7	4	758	110	0.448861	0.407779	0.0410822	0.849769	0.0984175	0.169546	-0.071128	0.255756
R	T:T7	FOXP3	7	4	758	110	1.42137	1.41686	0.00450857	0.648485	0.374167	0.499242	-0.125076	0.255756
R	T:T7	GABPA	7	4	758	110	0.187978	0.181153	0.00682593	1	0.0419202	0.079394	-0.0374738	0.924376
R	T:T7	HIF1A	7	4	758	110	0.698653	0.473017	0.225637	0.163636	0.169922	0.110038	0.0598838	0.163636
R	T:T7	HMOX1	7	4	758	110	0.0435829	0	0.0435829	0.10067	0.00591254	0	0.00591254	0.10067
R	T:T7	ICAM1	7	4	758	110	0.258597	0.323343	-0.0647456	0.924027	0.0569614	0.126818	-0.0698568	0.39075
R	T:T7	IFNG	7	4	758	110	0.61691	0	0.61691	0.022645	0.0731931	0	0.0731931	0.022645
R	T:T7	IL15	7	4	758	110	0.0320154	0.0862123	-0.0541968	0.680215	0.00703883	0.05	-0.0429612	0.680215
R	T:T7	IL1B	7	4	758	110	0.0382687	0	0.0382687	0.57075	0.00621119	0	0.00621119	0.57075
R	T:T7	IL7	7	4	758	110	0.163608	0.0501714	0.113436	0.046719	0.0325663	0.014697	0.0178693	0.155433
R	T:T7	ITGAM	7	4	758	110	0.0161545	0	0.0161545	0.326558	0.00224507	0	0.00224507	0.326558
R	T:T7	ITGAX	7	4	758	110	0.0179324	0	0.0179324	0.186174	0.00385307	0	0.00385307	0.186174
R	T:T7	JAK1	7	4	758	110	1.58913	1.4631	0.126032	0.412121	0.486177	0.548864	-0.0626865	0.315152
R	T:T7	LYZ	7	4	758	110	0.00524734	0	0.00524734	0.57075	0.000725163	0	0.000725163	0.57075
R	T:T7	MAFB	7	4	758	110	0.0157958	0	0.0157958	0.326558	0.00262129	0	0.00262129	0.326558
R	T:T7	MAP1LC3B	7	4	758	110	1.06235	0.980212	0.0821366	0.527273	0.268617	0.414886	-0.14627	0.648485
R	T:T7	MAPK14	7	4	758	110	0.0902997	0.107047	-0.0167468	1	0.0204274	0.0327273	-0.0122999	1
R	T:T7	NFKB1	7	4	758	110	0.400028	0.555746	-0.155717	0.230303	0.0893815	0.157311	-0.067929	0.163636
R	T:T7	NLRP3	7	4	758	110	0.00364431	0	0.00364431	0.57075	0.000978474	0	0.000978474	0.57075
R	T:T7	OSM	7	4	758	110	0.0801349	0	0.0801349	0.022645	0.0161749	0	0.0161749	0.022645
R	T:T7	PARP1	7	4	758	110	0.687099	0.823684	-0.136584	0.230303	0.163969	0.282879	-0.118909	0.230303
R	T:T7	PIAS1	7	4	758	110	0.715489	0.501093	0.214396	0.315152	0.173726	0.227424	-0.0536981	0.927273
R	T:T7	PKM	7	4	758	110	1.63393	1.41423	0.219701	0.527273	0.398557	0.495265	-0.0967084	0.787879
R	T:T7	PRKAA1	7	4	758	110	0.291594	0.398508	-0.106913	0.315152	0.0627116	0.11928	-0.0565688	0.163636
R	T:T7	PTGS2	7	4	758	110	0	0	0	1	0	0	0	1
R	T:T7	RELA	7	4	758	110	0.471448	0.223372	0.248076	0.218253	0.100548	0.0721212	0.0284264	0.635833
R	T:T7	SH3KBP1	7	4	758	110	1.0021	1.00056	0.00153639	1	0.263679	0.435985	-0.172306	1
R	T:T7	SMAD3	7	4	758	110	0.203869	0.458955	-0.255086	0.00606061	0.0424438	0.142008	-0.0995639	0.00606061
R	T:T7	SOD1	7	4	758	110	1.73317	1.4445	0.288664	0.0424242	0.513285	0.557386	-0.0441011	1
R	T:T7	STAT3	7	4	758	110	1.55914	1.50436	0.0547736	0.927273	0.464063	0.504053	-0.0399901	0.927273
R	T:T7	STAT5A	7	4	758	110	0.318729	0.16843	0.150299	0.230303	0.0667304	0.0760606	-0.00933016	0.787879
R	T:T7	SYK	7	4	758	110	0.02125	0	0.02125	0.326558	0.004587	0	0.004587	0.326558
R	T:T7	TLR4	7	4	758	110	0	0	0	1	0	0	0	1
R	T:T7	TNF	7	4	758	110	0.704512	0.411239	0.293273	0.527273	0.125927	0.125454	0.000472814	0.927273
R	T:T8	ACTA2	7	3	22	20	0.351029	0	0.351029	0.416075	0.0833333	0	0.0833333	0.416075
R	T:T8	AHR	7	3	22	20	0.11464	0	0.11464	0.662521	0.0178571	0	0.0178571	0.662521
R	T:T8	AKT1	7	3	22	20	0	0.14388	-0.14388	0.19043	0	0.0277778	-0.0277778	0.19043
R	T:T8	ARNTL	7	3	22	20	0.11464	0.314617	-0.199977	0.515305	0.0178571	0.0555557	-0.0376985	0.515305
R	T:T8	BCL6	7	3	22	20	0.147946	0	0.147946	0.662521	0.047619	0	0.047619	0.662521
R	T:T8	BECN1	7	3	22	20	0.11464	0.14388	-0.02924	0.744954	0.0178571	0.0277778	-0.00992062	0.744954
R	T:T8	BLNK	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	BRD4	7	3	22	20	0.11464	0.458497	-0.343857	0.160881	0.0178571	0.0833334	-0.0654763	0.160881
R	T:T8	CAT	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	CD4	7	3	22	20	0.203083	0.314617	-0.111534	0.744954	0.0357143	0.0555557	-0.0198414	0.744954
R	T:T8	CD86	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	CREB1	7	3	22	20	0.147946	0.458497	-0.310552	0.261994	0.047619	0.0833334	-0.0357144	0.261994
R	T:T8	CTNNB1	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	DNMT1	7	3	22	20	0	1.36173	-1.36173	0.00504372	0	0.361111	-0.361111	0.00504372
R	T:T8	FOXP3	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	GABPA	7	3	22	20	0	0.14388	-0.14388	0.19043	0	0.0277778	-0.0277778	0.19043
R	T:T8	HIF1A	7	3	22	20	0.273081	0.458497	-0.185416	0.261994	0.142857	0.0833334	0.0595237	0.261994
R	T:T8	HMOX1	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	ICAM1	7	3	22	20	0.169217	0.314617	-0.1454	0.744954	0.0357143	0.0555557	-0.0198414	0.744954
R	T:T8	IFNG	7	3	22	20	1.05879	0.314617	0.744173	0.158259	0.297619	0.0555557	0.242063	0.152856
R	T:T8	IL15	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	IL1B	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	IL7	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	ITGAM	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	ITGAX	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	JAK1	7	3	22	20	1.20824	1.60652	-0.398286	1	0.5	0.388889	0.111111	0.815827
R	T:T8	LYZ	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	MAFB	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	MAP1LC3B	7	3	22	20	0.685101	0.635592	0.0495094	1	0.261905	0.138889	0.123016	1
R	T:T8	MAPK14	7	3	22	20	0	0.14388	-0.14388	0.19043	0	0.0277778	-0.0277778	0.19043
R	T:T8	NFKB1	7	3	22	20	0.147946	0.244053	-0.096107	0.744954	0.047619	0.0555557	-0.00793667	0.744954
R	T:T8	NLRP3	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	OSM	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	PARP1	7	3	22	20	0.599547	0.69805	-0.0985032	1	0.166667	0.166667	4.7619e-08	0.80725
R	T:T8	PIAS1	7	3	22	20	0.492133	0.717596	-0.225463	0.700116	0.190476	0.111111	0.0793648	0.699012
R	T:T8	PKM	7	3	22	20	0.786643	0.436013	0.35063	0.62678	0.172619	0.138889	0.03373	0.807903
R	T:T8	PRKAA1	7	3	22	20	0.432729	0	0.432729	0.416075	0.178571	0	0.178571	0.416075
R	T:T8	PTGS2	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	RELA	7	3	22	20	0.203083	0	0.203083	0.662521	0.0357143	0	0.0357143	0.662521
R	T:T8	SH3KBP1	7	3	22	20	0.853756	0.856977	-0.00322095	0.906401	0.369048	0.194444	0.174603	0.905486
R	T:T8	SMAD3	7	3	22	20	0.147946	0.504757	-0.356811	0.515305	0.047619	0.166667	-0.119048	0.515305
R	T:T8	SOD1	7	3	22	20	0.732555	1.17838	-0.445829	0.556602	0.291667	0.277778	0.013889	0.906401
R	T:T8	STAT3	7	3	22	20	0.613763	0.635592	-0.0218291	0.700116	0.178571	0.138889	0.0396824	0.700116
R	T:T8	STAT5A	7	3	22	20	0.584719	0.504757	0.0799619	1	0.333333	0.166667	0.166667	0.796585
R	T:T8	SYK	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	TLR4	7	3	22	20	0	0	0	1	0	0	0	1
R	T:T8	TNF	7	3	22	20	0.735456	0.724594	0.010862	0.700116	0.178571	0.138889	0.0396827	0.520912
R	T:T9	ACTA2	6	1	21	2	0	0	0		0	0	0	
R	T:T9	AHR	6	1	21	2	0.541708	0	0.541708		0.208333	0	0.208333	
R	T:T9	AKT1	6	1	21	2	0.11852	0	0.11852		0.0416667	0	0.0416667	
R	T:T9	ARNTL	6	1	21	2	0.16036	0	0.16036		0.0416667	0	0.0416667	
R	T:T9	BCL6	6	1	21	2	0	0	0		0	0	0	
R	T:T9	BECN1	6	1	21	2	0.344965	0	0.344965		0.125	0	0.125	
R	T:T9	BLNK	6	1	21	2	0	0	0		0	0	0	
R	T:T9	BRD4	6	1	21	2	0.16036	0	0.16036		0.0416667	0	0.0416667	
R	T:T9	CAT	6	1	21	2	0	1.4312	-1.4312		0	0.5	-0.5	
R	T:T9	CD4	6	1	21	2	0.60157	0	0.60157		0.162698	0	0.162698	
R	T:T9	CD86	6	1	21	2	0	0	0		0	0	0	
R	T:T9	CREB1	6	1	21	2	0.11852	0	0.11852		0.0416667	0	0.0416667	
R	T:T9	CTNNB1	6	1	21	2	0	0	0		0	0	0	
R	T:T9	DNMT1	6	1	21	2	0.124002	0	0.124002		0.0238095	0	0.0238095	
R	T:T9	FOXP3	6	1	21	2	0	0	0		0	0	0	
R	T:T9	GABPA	6	1	21	2	0.124002	1.4312	-1.3072		0.0238095	0.5	-0.476191	
R	T:T9	HIF1A	6	1	21	2	0.629327	0	0.629327		0.190476	0	0.190476	
R	T:T9	HMOX1	6	1	21	2	0	0	0		0	0	0	
R	T:T9	ICAM1	6	1	21	2	0	0	0		0	0	0	
R	T:T9	IFNG	6	1	21	2	0.198688	0	0.198688		0.0555555	0	0.0555555	
R	T:T9	IL15	6	1	21	2	0	0	0		0	0	0	
R	T:T9	IL1B	6	1	21	2	0	0	0		0	0	0	
R	T:T9	IL7	6	1	21	2	0	0	0		0	0	0	
R	T:T9	ITGAM	6	1	21	2	0	0	0		0	0	0	
R	T:T9	ITGAX	6	1	21	2	0	0	0		0	0	0	
R	T:T9	JAK1	6	1	21	2	0.60555	0	0.60555		0.232143	0	0.232143	
R	T:T9	LYZ	6	1	21	2	0	0	0		0	0	0	
R	T:T9	MAFB	6	1	21	2	0	0	0		0	0	0	
R	T:T9	MAP1LC3B	6	1	21	2	0.442297	1.4312	-0.988903		0.126984	0.5	-0.373016	
R	T:T9	MAPK14	6	1	21	2	0	0	0		0	0	0	
R	T:T9	NFKB1	6	1	21	2	0.11852	0	0.11852		0.0416667	0	0.0416667	
R	T:T9	NLRP3	6	1	21	2	0	0	0		0	0	0	
R	T:T9	OSM	6	1	21	2	0.198688	0	0.198688		0.0555555	0	0.0555555	
R	T:T9	PARP1	6	1	21	2	0.402882	0	0.402882		0.107143	0	0.107143	
R	T:T9	PIAS1	6	1	21	2	0.402882	0	0.402882		0.107143	0	0.107143	
R	T:T9	PKM	6	1	21	2	0.381395	1.4312	-1.04981		0.130952	0.5	-0.369048	
R	T:T9	PRKAA1	6	1	21	2	0	0	0		0	0	0	
R	T:T9	PTGS2	6	1	21	2	0	0	0		0	0	0	
R	T:T9	RELA	6	1	21	2	0.198688	0	0.198688		0.0555555	0	0.0555555	
R	T:T9	SH3KBP1	6	1	21	2	0.242522	1.4312	-1.18868		0.0654762	0.5	-0.434524	
R	T:T9	SMAD3	6	1	21	2	0	0	0		0	0	0	
R	T:T9	SOD1	6	1	21	2	1.31139	0	1.31139		0.46627	0	0.46627	
R	T:T9	STAT3	6	1	21	2	0.947621	0	0.947621		0.269841	0	0.269841	
R	T:T9	STAT5A	6	1	21	2	0.583548	0	0.583548		0.208333	0	0.208333	
R	T:T9	SYK	6	1	21	2	0	0	0		0	0	0	
R	T:T9	TLR4	6	1	21	2	0	0	0		0	0	0	
R	T:T9	TNF	6	1	21	2	0	1.4312	-1.4312		0	0.5	-0.5	
R	unknown	ACTA2	7	8	10593	10128	0.105396	0.0679503	0.0374454	0.151981	0.0249063	0.0166114	0.00829488	0.189277
R	unknown	AHR	7	8	10593	10128	0.497705	0.541677	-0.0439718	0.778866	0.127932	0.152066	-0.0241339	0.463403
R	unknown	AKT1	7	8	10593	10128	0.105377	0.140004	-0.0346274	0.396892	0.0266478	0.0398244	-0.0131766	0.463403
R	unknown	ARNTL	7	8	10593	10128	0.199606	0.196577	0.00302904	0.778866	0.0508856	0.0537804	-0.00289477	1
R	unknown	BCL6	7	8	10593	10128	0.14677	0.0917844	0.0549853	0.120591	0.0368618	0.0213807	0.0154811	0.0540793
R	unknown	BECN1	7	8	10593	10128	0.334567	0.25031	0.0842562	0.0037296	0.0922852	0.0730139	0.0192712	0.120591
R	unknown	BLNK	7	8	10593	10128	0.383695	0.294942	0.0887537	0.280963	0.0989312	0.0795345	0.0193967	0.694328
R	unknown	BRD4	7	8	10593	10128	0.443412	0.401916	0.0414953	0.53582	0.122127	0.117417	0.00470945	0.463403
R	unknown	CAT	7	8	10593	10128	0.228356	0.240516	-0.0121597	0.694328	0.0598624	0.0644336	-0.00457128	0.955089
R	unknown	CD4	7	8	10593	10128	0.333688	0.258181	0.0755066	0.189277	0.0839452	0.0708624	0.0130828	0.463403
R	unknown	CD86	7	8	10593	10128	0.0916814	0.0684971	0.0231842	0.396892	0.0213219	0.0179965	0.00332543	0.866511
R	unknown	CREB1	7	8	10593	10128	0.311384	0.310476	0.000907071	0.53582	0.085855	0.0905466	-0.00469159	0.778866
R	unknown	CTNNB1	7	8	10593	10128	0.262041	0.264388	-0.0023463	0.866511	0.0669484	0.0714659	-0.00451753	0.866511
R	unknown	DNMT1	7	8	10593	10128	0.427276	0.383689	0.0435877	0.778866	0.109032	0.103166	0.00586607	0.955089
R	unknown	FOXP3	7	8	10593	10128	0.259717	0.0534248	0.206292	0.0003108	0.053081	0.0115152	0.0415658	0.000621601
R	unknown	GABPA	7	8	10593	10128	0.111952	0.0850608	0.026891	0.280963	0.0285847	0.0242408	0.00434395	0.866511
R	unknown	HIF1A	7	8	10593	10128	0.615599	0.521699	0.0938995	0.231857	0.17567	0.158442	0.0172285	0.53582
R	unknown	HMOX1	7	8	10593	10128	0.052153	0.03511	0.017043	0.231857	0.0114152	0.00731796	0.00409726	0.0721057
R	unknown	ICAM1	7	8	10593	10128	0.392614	0.402232	-0.0096172	0.955089	0.0954645	0.100694	-0.00522975	0.955089
R	unknown	IFNG	7	8	10593	10128	0.683398	0.805786	-0.122388	0.778866	0.104731	0.121646	-0.0169151	0.612587
R	unknown	IL15	7	8	10593	10128	0.0752418	0.076373	-0.00113122	0.396892	0.0188068	0.0212296	-0.00242284	1
R	unknown	IL1B	7	8	10593	10128	0.152025	0.247683	-0.0956579	0.396892	0.00678548	0.00846271	-0.00167723	0.396892
R	unknown	IL7	7	8	10593	10128	0.0605842	0.0211625	0.0394217	0.0205128	0.0155589	0.00585505	0.00970381	0.0540793
R	unknown	ITGAM	7	8	10593	10128	0.0345095	0.0529619	-0.0184524	0.53582	0.00776923	0.0128632	-0.00509394	0.866511
R	unknown	ITGAX	7	8	10593	10128	0.0431091	0.0675995	-0.0244904	0.396892	0.00830547	0.0153348	-0.00702932	0.53582
R	unknown	JAK1	7	8	10593	10128	1.10328	0.95713	0.14615	0.280963	0.358078	0.324007	0.0340709	0.396892
R	unknown	LYZ	7	8	10593	10128	0.314979	0.798301	-0.483322	0.0205128	0.00704432	0.0120478	-0.00500348	0.0289044
R	unknown	MAFB	7	8	10593	10128	0.0283605	0.0415383	-0.0131779	0.463403	0.00582098	0.00788667	-0.00206568	0.396892
R	unknown	MAP1LC3B	7	8	10593	10128	0.951181	0.857829	0.0933524	0.335664	0.295944	0.273431	0.022513	0.335664
R	unknown	MAPK14	7	8	10593	10128	0.125925	0.147512	-0.0215868	0.463403	0.0330088	0.0404053	-0.00739658	0.335664
R	unknown	NFKB1	7	8	10593	10128	0.445069	0.546745	-0.101677	0.463403	0.120901	0.154246	-0.0333453	0.463403
R	unknown	NLRP3	7	8	10593	10128	0.0307313	0.0538083	-0.023077	0.53582	0.00704271	0.0116955	-0.0046528	0.694328
R	unknown	OSM	7	8	10593	10128	0.0845393	0.0622499	0.0222894	0.463403	0.0181612	0.0157024	0.0024588	0.778866
R	unknown	PARP1	7	8	10593	10128	0.725775	0.549434	0.176342	0.0540793	0.196498	0.160367	0.0361302	0.151981
R	unknown	PIAS1	7	8	10593	10128	0.542194	0.495407	0.0467874	0.778866	0.161956	0.155868	0.00608814	0.778866
R	unknown	PKM	7	8	10593	10128	1.05622	0.789648	0.266569	0.0205128	0.298075	0.224395	0.0736805	0.013986
R	unknown	PRKAA1	7	8	10593	10128	0.230545	0.262132	-0.0315873	0.335664	0.0608702	0.0761555	-0.0152853	0.280963
R	unknown	PTGS2	7	8	10593	10128	0.0256806	0.0495534	-0.0238728	0.151981	0.00364836	0.0100027	-0.00635433	0.0205128
